91,44
3,145
274,129
173,179
3,3
35,74
295,12
33,16
15,190
297,188
63,85
6,70
37,16
23,38
253,63
47,166
130,78
264,131
50,220
17,224
6,167
296,286
192,203
105,245
61,164
229,54
268,255
255,237
220,32
106,94
48,88
62,189
7,171
15,175
142,18
60,295
214,291
251,18
170,119
170,156
226,145
208,202
146,173
138,282
282,139
268,30
261,274
295,88
154,171
53,19
214,265
195,108
161,203
244,25
192,5
282,98
196,154
172,273
98,49
252,57
108,2
109,50
255,120
87,46
278,174
77,234
47,166
293,299
294,133
249,230
168,148
217,203
31,13
76,149
104,202
220,74
259,201
125,102
253,200
28,102
111,181
102,58
130,106
266,228
227,101
147,92
184,71
100,248
67,282
227,266
11,69
234,136
282,20
238,208
71,47
71,94
200,267
291,227
230,260
269,110
198,228
105,272
189,203
192,204
108,248
4,158
103,20
63,124
5,243
73,116
156,126
174,255
151,35
220,130
260,103
12,98
47,128
259,81
175,179
247,213
4,64
198,69
196,146
193,75
282,139
40,219
59,232
152,98
243,149
84,96
59,284
45,199
50,134
162,210
139,81
278,112
298,92
77,234
276,182
252,57
174,29
208,78
282,97
249,225
145,28
194,145
204,65
207,78
18,34
135,175
255,165
77,127
268,30
193,181
194,145
24,211
84,121
186,4
31,116
130,106
219,120
9,23
112,86
28,37
84,152
193,6
169,129
123,295
71,47
100,115
289,235
275,235
31,130
289,235
256,262
262,56
182,233
120,171
287,299
233,230
253,65
25,104
207,87
79,230
295,268
68,135
181,46
273,258
173,62
112,164
63,265
278,174
295,6
21,183
50,134
276,68
181,143
230,260
94,74
228,24
10,115
181,236
91,44
140,77
4,191
236,115
70,35
120,138
138,67
293,279
233,276
297,235
189,62
9,92
238,201
180,73
167,184
252,271
37,193
152,30
46,111
205,238
258,72
61,113
75,210
35,150
262,295
194,51
81,210
281,286
255,237
113,277
136,281
14,29
193,232
55,37
193,86
39,244
15,166
4,82
276,71
211,67
92,223
63,298
26,293
252,153
4,121
281,284
112,21
200,61
158,168
73,103
293,279
5,163
141,276
236,239
84,86
123,271
251,180
68,0
67,11
128,243
266,156
296,294
79,230
130,37
226,45
120,199
104,50
4,197
24,230
109,212
164,95
26,4
136,150
147,244
120,138
245,59
66,201
264,233
44,221
232,92
193,166
174,255
72,238
13,130
113,173
167,100
145,225
65,35
33,295
42,101
74,101
168,139
256,290
174,72
7,130
30,201
129,69
150,263
0,153
65,35
0,150
4,82
215,272
236,259
164,95
298,32
60,286
48,215
159,148
236,259
275,135
228,44
123,57
94,186
112,86
112,181
3,3
137,1
81,137
28,2
247,213
267,120
48,122
292,138
113,162
9,92
11,15
116,227
174,29
101,293
91,68
152,212
184,71
170,155
273,95
248,299
101,255
71,139
176,150
243,123
15,123
284,287
245,212
276,181
109,50
39,187
186,102
48,68
249,225
6,157
104,55
126,264
258,72
147,137
174,259
130,133
162,147
62,189
224,214
198,213
98,212
175,231
253,162
35,184
42,101
15,166
275,189
134,134
63,62
186,4
202,92
86,174
51,213
235,174
100,231
83,99
35,195
262,46
280,235
31,130
54,106
98,244
274,109
6,231
72,198
120,143
51,183
231,113
58,28
164,124
283,294
171,294
267,120
291,173
60,86
226,286
253,63
158,295
62,189
163,143
95,235
71,94
197,129
286,11
188,185
133,101
171,197
181,141
61,90
173,3
71,139
91,255
264,143
270,62
193,288
265,207
252,6
255,90
270,67
157,166
1,25
20,108
5,163
101,101
236,78
67,194
45,192
7,135
95,240
10,42
137,282
9,23
76,103
119,213
200,217
141,154
177,231
39,55
18,202
251,18
270,67
73,108
173,62
275,139
236,280
158,168
273,25
221,117
52,283
224,81
289,20
83,0
295,268
140,148
68,220
35,226
17,181
94,114
194,193
34,242
149,263
287,242
229,0
274,216
215,272
48,87
251,239
133,87
6,81
282,97
85,210
176,183
180,73
229,241
234,276
18,8
162,36
293,279
247,213
62,60
87,46
157,175
173,179
62,100
228,268
224,286
20,3
88,99
277,131
29,82
255,90
26,200
272,261
222,143
208,78
65,114
283,254
4,191
62,189
156,126
198,213
55,31
200,145
204,208
252,52
136,14
164,229
229,224
105,158
12,240
178,145
56,122
295,7
143,257
145,136
250,63
12,286
177,174
253,200
186,137
257,69
42,13
87,230
193,232
139,76
63,9
190,25
248,239
87,230
25,262
136,102
159,68
193,232
79,281
173,185
240,297
82,248
76,250
77,153
177,109
76,223
77,127
9,92
249,164
281,44
259,201
297,144
90,270
84,28
130,231
5,6
273,63
223,206
297,144
35,163
28,161
9,275
87,106
18,26
269,110
94,56
86,88
93,190
124,234
127,120
219,225
245,144
282,39
24,0
10,193
145,26
178,98
207,78
7,127
145,266
165,158
253,67
89,51
113,277
234,293
60,237
60,19
69,13
119,173
82,195
236,88
163,122
195,204
71,55
214,8
133,114
31,130
77,127
98,49
120,8
25,4
88,119
196,27
256,262
136,54
135,123
71,1
262,295
82,270
195,209
3,69
277,24
67,284
60,132
25,104
101,188
234,163
122,168
294,228
157,166
296,288
174,118
250,115
193,21
15,103
55,194
264,284
0,153
108,131
143,257
206,63
15,78
211,205
193,98
189,25
18,146
9,117
116,201
23,1
97,81
276,247
24,230
76,216
153,38
160,108
252,271
72,299
239,25
19,112
41,193
63,214
209,208
84,152
18,26
155,182
167,14
208,17
28,228
71,247
133,101
72,37
138,221
66,24
294,133
24,176
238,142
230,186
284,117
59,252
165,158
26,100
143,257
262,18
233,108
96,88
137,282
242,191
15,166
101,293
120,138
59,65
39,187
181,47
63,62
84,28
211,258
66,63
238,180
226,185
165,94
135,235
61,95
178,98
184,71
276,254
262,68
290,222
208,70
4,184
48,215
113,125
200,145
196,287
234,13
294,133
40,238
207,226
86,286
87,123
268,12
290,226
197,274
60,237
240,212
245,102
24,147
123,66
276,247
193,98
255,165
292,291
130,37
208,70
175,245
253,65
51,213
295,12
212,126
41,233
24,16
106,51
18,202
60,86
1,123
210,171
284,189
34,242
156,205
33,272
240,49
23,197
236,131
190,107
233,261
223,279
164,229
55,31
45,239
152,212
248,187
163,184
42,179
217,132
104,227
28,240
98,244
138,269
273,23
298,32
227,78
282,20
270,101
220,179
186,114
247,123
103,293
208,51
281,0
106,282
224,273
286,12
154,119
252,271
68,80
212,159
282,78
243,160
23,197
283,254
208,153
110,205
85,4
