125,27
127,160
174,273
77,153
193,93
77,106
18,169
170,119
164,95
97,81
3,145
207,197
9,14
136,139
277,36
93,30
33,208
238,137
287,19
294,133
69,13
196,248
159,79
193,288
136,137
39,50
266,298
297,290
9,119
100,76
109,15
107,247
152,98
23,79
106,108
39,150
93,90
105,182
195,165
282,98
163,122
170,82
12,143
28,263
94,294
161,247
48,88
186,266
9,41
274,239
167,72
95,240
101,188
12,143
229,88
292,54
234,259
251,206
264,284
206,202
152,219
213,120
24,179
265,207
296,32
279,193
145,136
66,63
217,258
238,156
237,232
229,121
200,21
195,116
174,162
174,271
66,63
256,262
255,90
79,230
27,203
129,69
198,69
245,144
130,222
39,187
15,190
273,23
162,36
170,167
176,40
133,87
120,37
175,245
24,209
187,42
18,92
186,264
253,52
287,8
171,167
262,26
68,80
276,60
103,185
208,33
48,215
159,236
262,18
3,254
214,291
191,161
193,98
112,164
104,16
223,271
245,68
179,255
150,78
217,133
35,97
150,78
192,270
275,101
37,16
251,180
80,104
263,34
120,211
12,166
108,131
123,66
137,26
18,82
148,208
265,27
163,151
68,10
77,127
222,143
117,65
84,86
276,68
213,55
101,109
198,228
141,262
110,101
262,223
160,93
179,38
227,78
133,114
3,286
111,225
75,275
77,214
177,100
31,265
72,185
214,56
229,0
213,25
133,64
281,12
25,151
161,247
227,226
26,287
96,22
51,242
33,212
33,137
281,44
48,88
56,122
177,240
136,43
282,34
214,169
79,290
145,136
18,92
273,261
268,168
217,35
82,116
126,264
126,118
291,146
88,99
75,210
129,143
295,268
172,210
283,254
113,134
195,88
60,165
211,258
148,56
160,241
29,247
48,215
276,71
286,81
226,185
71,80
216,88
291,112
116,70
82,195
234,11
202,166
210,167
220,36
287,19
261,206
175,245
152,30
140,92
229,2
291,156
264,151
42,101
136,197
132,219
9,14
18,8
179,38
63,70
123,230
2,258
29,202
243,280
178,36
255,237
220,218
219,48
98,246
120,81
162,273
141,262
52,142
104,50
228,24
157,175
18,92
35,298
54,131
273,217
174,162
51,55
98,282
297,204
259,98
5,176
117,59
19,285
214,62
295,231
28,276
157,23
61,78
20,108
109,104
127,97
96,276
171,197
84,88
81,33
130,222
264,72
25,105
229,175
276,60
84,28
165,158
209,289
238,137
127,120
124,38
262,43
33,137
193,173
26,98
235,210
96,88
45,239
249,168
93,204
76,103
66,56
66,106
55,49
51,16
229,54
250,157
233,247
214,167
93,274
53,215
101,293
296,233
53,214
18,66
27,203
9,14
157,251
157,175
295,268
165,109
284,137
141,262
21,183
47,131
252,57
235,223
11,30
119,213
217,241
266,298
78,78
76,186
152,30
43,60
273,47
281,203
250,157
75,126
76,121
275,235
170,82
35,21
15,123
268,91
205,167
175,64
43,184
291,227
48,87
101,233
209,289
177,115
206,144
234,11
79,281
15,166
19,206
2,192
175,203
289,146
6,130
281,216
234,41
70,7
47,47
119,219
71,94
6,65
175,64
123,4
93,274
188,298
290,226
256,290
214,182
28,234
224,56
66,63
44,216
152,264
222,71
19,263
206,144
216,297
86,174
160,292
296,32
295,6
9,14
71,266
18,34
230,208
197,274
195,188
253,102
18,8
129,134
174,227
64,197
27,171
251,206
105,0
100,231
156,163
258,237
220,36
65,273
65,114
104,267
266,198
207,204
18,202
243,123
66,283
39,39
197,129
214,62
250,226
238,142
297,235
25,105
291,8
48,68
270,101
186,89
31,130
296,286
32,238
238,201
18,92
224,204
255,90
281,159
34,265
149,236
96,276
243,123
194,145
266,239
282,76
60,237
116,201
110,205
77,136
92,37
241,197
166,43
6,81
173,12
40,42
81,137
31,223
68,206
202,92
51,213
119,75
236,281
5,138
105,216
265,207
220,143
194,1
204,299
92,132
181,236
159,223
59,212
236,174
283,267
138,221
169,24
162,73
145,124
252,155
193,93
123,230
162,228
221,164
130,133
42,86
77,47
44,36
107,247
251,18
148,217
295,5
25,105
33,117
198,169
229,68
138,282
31,183
190,131
50,76
197,83
141,262
250,115
137,1
136,197
193,86
104,202
55,194
193,173
60,215
245,144
6,157
86,260
246,159
31,183
112,263
156,126
136,54
84,88
171,183
71,47
130,78
16,222
181,47
296,294
61,82
137,282
55,150
82,0
202,15
3,159
236,174
217,129
275,74
24,219
179,270
63,295
94,231
230,46
92,139
190,107
159,79
177,293
208,211
190,263
228,268
58,28
66,106
291,208
133,87
291,227
272,12
217,214
278,52
204,277
283,294
177,293
127,120
24,229
106,108
33,212
289,197
72,279
101,222
214,45
111,158
143,197
23,165
265,163
252,52
100,231
35,84
172,299
162,174
217,159
250,157
220,118
224,41
27,203
241,198
15,175
33,173
264,44
201,273
181,47
84,52
98,246
179,242
282,275
71,80
251,9
23,38
73,103
236,88
158,208
32,95
186,4
152,212
296,32
138,72
19,112
1,223
10,35
230,260
264,108
150,24
179,44
23,69
170,167
207,36
26,76
158,165
157,261
189,203
214,56
26,114
208,238
286,12
284,59
12,240
171,194
294,133
251,206
268,145
52,160
298,151
7,171
177,8
43,184
243,153
119,209
222,143
229,68
186,18
171,194
157,251
295,7
4,158
84,296
289,146
150,83
243,160
3,254
1,136
139,205
12,98
160,32
284,59
35,95
78,13
235,223
261,234
163,143
198,169
113,206
45,44
245,63
162,60
5,70
194,162
171,54
18,274
145,22
84,111
186,46
76,186
217,241
61,78
23,69
131,107
149,108
85,130
284,48
119,140
266,156
209,131
175,179
7,104
214,292
99,107
66,106
20,46
170,156
31,13
235,180
108,131
116,70
109,201
59,116
44,221
116,271
13,130
200,145
251,289
96,276
120,138
234,276
270,260
102,26
16,227
254,187
197,83
175,231
217,159
208,33
71,47
113,277
292,291
246,11
287,242
139,286
293,274
179,44
68,54
53,214
273,270
275,58
105,245
92,216
3,124
94,186
68,252
194,162
211,258
139,205
63,9
284,68
281,284
198,219
82,41
245,164
167,184
237,183
157,36
179,38
194,184
219,17
105,57
163,31
161,247
282,34
224,149
61,113
228,268
71,224
179,158
71,47
200,145
292,138
12,240
275,74
187,181
162,230
24,167
195,262
264,151
152,287
223,211
2,173
210,167
182,233
205,167
18,169
171,135
118,127
174,49
68,58
68,135
290,262
28,53
246,211
27,130
194,51
217,203
93,283
120,171
61,113
282,39
265,207
174,118
71,266
77,161
99,251
120,240
120,143
178,36
170,82
238,142
275,74
173,145
294,244
126,61
139,15
88,99
10,1
291,227
207,108
235,251
68,10
5,30
39,39
123,57
117,35
163,143
277,36
179,242
193,157
109,107
229,138
273,258
169,93
276,60
104,64
130,146
204,8
16,222
28,240
52,28
176,183
274,129
194,145
194,195
206,63
101,101
70,7
269,161
164,41
258,72
55,49
119,213
177,77
176,150
175,179
7,104
112,104
266,239
68,207
98,61
50,284
85,71
203,99
161,157
213,28
222,76
113,134
185,78
105,280
9,172
196,287
82,195
238,137
230,282
190,65
60,295
197,129
250,177
78,254
136,139
198,297
292,272
273,18
13,130
93,204
71,94
179,182
208,153
15,190
113,277
163,171
162,60
187,20
126,118
31,13
206,63
245,232
66,292
198,111
292,291
284,117
176,150
206,104
138,269
195,188
264,151
44,13
118,127
111,149
279,193
274,63
113,277
28,161
125,102
158,80
171,294
83,99
42,28
226,47
127,78
19,199
217,241
165,105
266,156
174,59
100,231
251,18
186,4
286,12
33,173
217,214
273,222
164,214
99,176
162,273
162,273
171,183
3,254
258,72
98,244
111,173
85,210
35,95
238,209
60,165
17,181
93,19
113,191
214,45
35,298
217,40
54,18
24,16
165,94
234,13
253,67
215,272
155,163
196,209
213,46
13,186
207,108
18,144
41,211
238,179
252,52
283,267
29,252
157,175
106,94
245,59
175,56
241,16
30,2
15,123
161,93
61,82
81,137
205,167
198,213
68,220
252,271
227,226
247,213
289,76
275,183
193,166
68,135
63,62
112,7
193,157
187,124
119,143
192,170
72,198
216,297
265,207
208,78
296,22
251,290
