252,6
197,128
171,18
45,130
196,248
195,188
209,162
40,153
168,148
37,117
3,121
3,3
35,95
291,208
161,93
296,286
78,13
256,290
42,13
63,124
208,53
117,35
295,7
225,114
83,46
66,50
220,218
292,171
60,237
224,81
181,274
179,182
273,112
220,36
281,284
236,186
266,298
236,115
227,179
261,274
179,291
181,274
253,200
162,132
82,41
266,3
276,71
252,52
135,11
59,252
18,8
24,176
230,61
175,231
234,13
142,291
147,137
272,126
20,163
201,273
66,106
255,124
63,124
91,214
77,214
291,142
194,229
297,204
117,60
60,262
258,72
78,13
75,171
123,57
130,106
98,244
16,222
165,132
235,132
176,76
274,120
256,262
17,181
247,193
219,285
147,92
47,199
190,204
220,102
259,265
68,206
174,227
73,264
207,87
37,291
24,147
60,86
61,266
119,140
120,255
273,125
206,245
217,85
173,204
113,125
112,176
173,95
159,68
109,50
82,207
165,158
176,76
140,77
66,201
254,173
177,109
282,98
11,69
230,46
6,65
66,172
76,135
193,75
194,259
164,41
35,49
108,2
291,142
9,117
293,299
286,11
111,287
156,163
109,15
211,62
159,278
229,189
226,200
194,195
278,200
208,153
99,192
44,95
200,253
24,230
273,258
276,73
67,282
63,295
296,147
275,163
187,207
40,219
120,35
53,19
195,276
92,119
281,140
245,68
283,200
235,204
163,122
67,282
281,206
3,159
143,93
233,212
85,158
214,200
190,84
264,72
169,24
217,214
4,178
113,277
9,92
141,276
59,290
85,71
195,108
291,142
250,226
97,49
136,281
120,56
202,92
85,130
39,39
30,201
214,278
106,209
39,298
39,203
233,108
295,231
197,148
113,191
162,87
84,96
275,128
75,171
165,274
264,199
258,72
54,18
229,224
253,112
103,193
282,198
243,252
217,214
29,29
177,174
39,187
104,219
146,288
21,3
123,213
138,269
226,45
264,72
173,5
157,261
9,21
193,108
159,68
194,195
209,182
23,1
71,94
34,242
245,63
83,213
235,57
112,181
250,50
62,100
286,256
213,46
163,31
227,226
2,258
3,286
235,223
77,161
234,19
171,167
195,260
209,162
245,29
219,120
264,140
176,40
45,242
267,120
123,57
165,158
216,277
163,247
76,256
171,294
7,135
152,274
165,105
262,46
177,174
290,226
262,46
203,99
126,58
265,106
233,276
71,94
116,70
77,222
18,274
45,114
276,254
75,126
99,135
286,9
279,193
165,44
273,217
92,116
104,202
175,64
96,276
130,72
109,212
235,223
231,113
169,298
274,239
295,12
240,49
59,206
13,130
106,94
207,204
9,40
137,136
221,252
170,119
35,298
233,276
119,173
125,34
264,151
146,112
24,0
84,88
50,284
171,197
34,242
234,13
39,187
258,287
219,157
77,151
152,274
33,153
238,257
207,95
110,257
50,187
19,206
61,95
230,46
186,137
287,299
173,185
188,234
297,204
290,81
245,102
103,161
87,123
293,299
63,85
75,60
284,22
235,210
19,74
195,61
141,174
264,151
273,222
195,165
122,168
28,161
60,156
253,67
55,31
85,130
139,148
234,59
210,171
124,42
224,166
256,34
49,189
91,158
193,75
291,189
250,177
195,108
113,191
230,46
235,223
261,206
28,159
29,46
196,120
241,16
144,280
40,31
90,270
187,20
95,235
248,187
269,161
241,272
196,195
91,123
262,46
5,176
68,135
83,99
9,41
214,8
62,226
68,206
159,79
29,108
164,95
195,188
217,203
44,216
8,105
287,299
145,234
28,37
286,12
150,78
54,58
296,32
48,19
195,209
72,299
245,102
178,145
63,265
103,161
240,212
25,237
85,71
165,75
92,159
268,147
252,52
255,83
66,63
159,178
245,88
204,65
90,117
150,107
24,72
123,64
41,233
130,246
164,41
106,209
1,123
152,178
20,140
274,239
282,63
159,278
18,26
127,212
167,184
282,1
284,59
224,56
176,193
53,122
295,88
164,95
16,222
123,295
190,204
88,266
262,18
113,40
50,220
224,277
175,126
287,299
97,94
45,130
224,114
9,172
224,170
63,214
283,200
104,267
239,25
273,22
143,67
250,140
164,124
106,49
112,164
139,49
276,232
254,187
93,21
78,13
9,92
162,89
94,172
24,179
103,183
243,123
290,222
29,247
208,78
10,7
228,24
170,17
189,3
62,109
126,89
37,189
206,202
238,56
5,53
21,183
18,202
138,72
140,235
184,183
83,99
174,227
105,295
216,297
72,189
159,178
150,15
26,293
217,203
223,279
195,88
101,222
98,81
45,268
173,179
6,130
81,123
44,216
68,206
135,11
267,62
273,258
170,152
255,237
100,265
164,214
243,149
52,160
157,36
211,130
233,64
253,162
41,291
281,286
273,95
150,15
53,290
255,90
263,186
250,185
269,161
238,56
275,74
52,160
31,223
235,132
238,137
11,69
48,88
133,87
156,163
9,119
233,230
12,98
243,280
100,177
87,176
219,120
66,204
120,8
246,159
233,261
165,220
193,98
248,239
46,111
93,73
93,90
34,265
298,151
33,208
99,107
98,253
171,183
273,112
169,185
148,56
268,30
226,185
25,97
178,98
291,248
31,116
220,118
28,276
208,247
87,109
110,15
110,205
3,124
208,30
255,237
253,112
80,109
270,101
60,165
131,107
84,111
192,75
294,2
82,41
161,283
255,212
180,73
224,114
173,95
1,252
177,115
257,25
28,263
195,108
175,203
181,26
273,261
275,139
161,157
282,280
208,152
281,156
273,18
5,243
9,23
83,268
195,165
165,109
1,25
17,158
99,227
238,142
71,94
60,286
234,276
283,294
275,6
293,274
93,119
175,203
68,80
9,23
60,219
117,25
190,25
169,298
60,286
23,165
281,138
284,137
33,208
7,127
174,118
294,133
262,220
245,102
42,179
100,36
196,287
209,182
200,21
84,96
133,223
198,213
48,122
86,292
129,69
273,47
93,190
275,74
138,111
264,140
74,101
109,212
35,226
296,32
82,41
83,189
163,191
207,87
70,35
240,297
159,152
266,239
237,139
274,63
264,284
157,175
12,276
91,68
193,232
28,194
120,35
84,111
52,28
77,1
91,214
262,18
113,40
291,112
55,31
100,76
190,263
154,205
238,17
13,130
298,42
50,76
47,166
123,152
83,99
173,28
297,290
39,188
189,130
38,109
74,18
28,240
46,111
266,92
235,223
195,278
224,85
111,225
176,183
31,278
204,277
208,254
297,208
273,125
31,223
35,298
245,144
93,283
161,56
251,239
179,290
197,129
54,248
245,232
86,174
156,40
62,100
273,261
190,70
172,166
200,61
250,216
88,134
217,159
273,95
123,85
4,197
3,269
67,194
15,190
252,294
47,67
77,214
253,102
155,163
15,71
264,44
296,294
111,158
167,14
229,0
77,153
166,216
186,4
174,118
220,36
110,257
210,195
209,120
174,29
291,106
104,55
120,240
237,131
135,185
220,20
82,270
274,216
97,268
197,255
287,8
190,65
73,116
223,206
26,114
79,230
227,186
26,100
208,287
194,47
255,212
152,204
111,286
175,245
235,57
195,188
75,139
116,227
213,290
277,36
10,175
85,71
190,68
291,112
54,58
52,122
273,270
59,65
68,10
233,64
69,13
31,116
94,74
126,264
211,187
200,248
136,43
72,37
20,182
45,114
113,206
275,74
243,210
252,271
278,112
31,183
203,119
69,13
281,106
177,174
113,63
203,90
232,61
47,80
217,129
130,133
211,83
181,274
255,90
96,88
226,145
160,93
162,230
173,262
25,237
20,108
276,254
4,191
190,131
169,285
76,216
7,127
210,174
127,94
68,236
113,126
45,128
268,217
127,154
123,85
105,158
101,280
236,186
126,61
163,191
130,187
171,18
58,220
249,245
165,94
176,150
126,130
203,99
47,131
120,238
58,28
7,104
17,224
227,78
163,143
273,12
248,239
42,28
42,138
60,104
278,200
227,101
94,294
103,293
49,189
165,109
236,26
171,54
136,137
9,41
119,143
294,234
256,290
214,179
55,37
35,184
12,98
42,86
6,70
15,136
250,63
173,181
24,147
88,99
284,216
127,212
282,98
18,274
233,212
192,219
99,135
15,166
16,227
230,293
24,72
254,282
217,214
20,182
276,254
79,281
282,20
53,19
248,187
59,116
99,206
104,55
284,287
6,81
145,154
15,71
24,219
96,112
6,81
233,197
47,36
39,184
208,17
29,252
93,274
278,126
155,182
212,20
266,92
139,49
41,141
84,96
230,186
28,53
154,171
50,220
72,198
150,58
179,153
28,263
230,61
278,200
25,4
21,3
136,102
233,93
152,32
35,21
87,46
221,117
20,140
48,79
230,260
174,227
230,260
196,154
47,67
173,28
5,163
62,189
76,149
110,205
234,145
44,102
144,280
161,150
19,206
111,181
213,120
274,129
247,147
204,65
54,106
192,135
282,275
263,186
230,154
217,214
209,182
177,8
291,235
197,83
200,18
221,117
190,70
44,221
61,82
117,60
277,198
263,186
28,234
62,264
72,37
59,116
162,230
235,205
88,99
123,275
53,122
153,38
120,138
263,186
221,117
210,195
234,259
6,157
204,299
61,90
84,28
268,217
12,143
249,225
270,101
130,106
235,223
104,267
217,40
142,18
50,17
23,38
52,104
63,124
196,209
68,10
29,108
111,22
284,287
126,259
13,186
78,13
226,145
21,52
126,1
214,200
110,205
41,107
140,148
110,205
249,276
145,136
263,209
186,137
227,264
208,53
237,232
10,148
87,186
28,173
163,31
47,283
208,152
287,8
45,128
289,235
101,221
13,130
143,169
286,12
178,36
3,121
217,241
30,2
284,287
24,147
277,131
41,141
132,219
19,25
26,100
192,270
112,245
140,13
291,8
269,80
274,173
103,202
195,276
23,69
39,54
160,27
25,262
217,132
129,69
40,238
137,26
84,86
59,232
47,193
291,227
196,287
19,263
120,163
296,32
207,108
60,262
264,284
283,109
166,216
163,31
25,127
137,282
240,160
134,134
295,12
282,275
190,81
189,104
159,223
23,197
173,62
145,225
172,273
245,232
211,130
0,150
148,157
80,55
27,203
262,68
71,94
273,270
176,183
180,290
113,191
207,95
147,244
266,260
66,140
6,167
100,218
213,197
66,292
41,291
162,147
43,195
99,192
72,238
292,58
226,11
179,38
238,208
190,131
98,282
42,86
98,61
95,240
159,68
93,141
29,252
190,68
162,210
217,241
86,88
101,38
116,70
170,17
217,133
77,1
77,234
14,29
211,258
105,175
71,247
133,27
94,158
50,88
294,3
112,272
175,126
294,244
140,77
278,200
108,295
296,110
186,264
50,14
5,138
95,240
261,206
220,130
23,165
101,280
222,71
47,189
278,126
66,201
152,264
86,292
171,7
136,280
164,229
75,126
141,67
229,156
276,73
192,203
214,62
85,71
270,101
7,171
209,66
275,74
172,299
129,69
252,52
82,195
136,197
244,25
115,129
213,28
28,173
250,157
39,251
22,105
35,150
249,276
0,150
171,197
140,77
126,1
23,165
6,157
284,117
39,54
217,241
143,169
290,99
161,93
42,138
6,65
194,145
282,55
223,271
277,48
23,197
287,19
96,276
249,208
27,171
38,109
209,29
130,106
169,129
21,136
105,245
210,167
52,41
45,239
197,119
169,40
251,290
26,114
6,65
74,18
189,203
93,73
174,282
298,151
53,122
193,181
92,243
41,193
193,75
47,36
171,167
162,174
165,94
274,129
98,282
14,29
18,26
104,55
28,228
143,93
273,25
296,286
162,147
221,117
75,60
146,112
206,164
10,42
24,230
